red_fighter,blue_fighter,red_kd,blue_kd,red_sig_str,blue_sig_str,red_sig_str_pct,blue_sig_str_pct,red_total_str,blue_total_str,red_td,blue_td,red_td_pct,blue_td_pct,red_sub_att,blue_sub_att,red_rev,blue_rev,red_ctrl,blue_ctrl,red_head,blue_head,red_body,blue_body,red_leg,blue_leg,red_distance,blue_distance,red_clinch,blue_clinch,red_ground,blue_ground,win_by,last_round,last_round_time,format,referee,date,location,fight_type,winner,red_sig_str_landed,red_sig_str_attempted,blue_sig_str_landed,blue_sig_str_attempted,red_sig_str_pct_num,blue_sig_str_pct_num,red_total_str_landed,red_total_str_attempted,blue_total_str_landed,blue_total_str_attempted,red_td_landed,red_td_attempted,blue_td_landed,blue_td_attempted,red_td_pct_num,blue_td_pct_num,red_head_landed,red_head_attempted,blue_head_landed,blue_head_attempted,red_body_landed,red_body_attempted,blue_body_landed,blue_body_attempted,red_leg_landed,red_leg_attempted,blue_leg_landed,blue_leg_attempted,red_distance_landed,red_distance_attempted,blue_distance_landed,blue_distance_attempted,red_clinch_landed,red_clinch_attempted,blue_clinch_landed,blue_clinch_attempted,red_ground_landed,red_ground_attempted,blue_ground_landed,blue_ground_attempted,last_round_time_seconds
Ben Alloway,Ryan LaFlare,0,0,9 of 28,37 of 90,32%,41%,25 of 47,57 of 115,1 of 2,6 of 8,50%,75%,0,1,0,1,1:28,9:42,7 of 23,23 of 66,1 of 2,12 of 21,1 of 3,2 of 3,8 of 25,12 of 31,0 of 2,17 of 41,1 of 1,8 of 18,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,2013-04-06,"Stockholm, Sweden",Welterweight Bout,Ryan LaFlare,9,28,37,90,32.0,41.0,25,47,57,115,1,2,6,8,50.0,75.0,7,23,23,66,1,2,12,21,1,3,2,3,8,25,12,31,0,2,17,41,1,1,8,18,300
Michael Kuiper,Tom Lawlor,0,0,14 of 29,7 of 13,48%,53%,23 of 40,10 of 16,3 of 3,0 of 7,100%,0%,0,1,0,0,2:10,2:50,11 of 21,4 of 10,3 of 6,3 of 3,0 of 2,0 of 0,1 of 8,2 of 8,4 of 6,5 of 5,9 of 15,0 of 0,Submission,2,1:05,3 Rnd (5-5-5),Marko Gyllenland,2013-04-06,"Stockholm, Sweden",Middleweight Bout,Tom Lawlor,14,29,7,13,48.0,53.0,23,40,10,16,3,3,0,7,100.0,0.0,11,21,4,10,3,6,3,3,0,2,0,0,1,8,2,8,4,6,5,5,9,15,0,0,65
Papy Abedi,Besam Yousef,0,0,53 of 80,43 of 79,66%,54%,69 of 97,142 of 185,4 of 6,2 of 3,66%,66%,0,0,0,0,5:37,4:25,14 of 31,22 of 55,35 of 39,18 of 19,4 of 10,3 of 5,10 of 21,8 of 19,27 of 34,35 of 59,16 of 25,0 of 1,Decision - Split,3,5:00,3 Rnd (5-5-5),Robert Sundel,2013-04-06,"Stockholm, Sweden",Welterweight Bout,Papy Abedi,53,80,43,79,66.0,54.0,69,97,142,185,4,6,2,3,66.0,66.0,14,31,22,55,35,39,18,19,4,10,3,5,10,21,8,19,27,34,35,59,16,25,0,1,300
Jake Ellenberger,Nate Marquardt,1,0,13 of 25,13 of 23,52%,56%,13 of 25,13 of 23,0 of 0,0 of 0,,,0,0,0,0,0:03,0:00,8 of 20,2 of 11,2 of 2,1 of 1,3 of 3,10 of 11,11 of 21,13 of 23,0 of 0,0 of 0,2 of 4,0 of 0,KO/TKO,1,3:00,3 Rnd (5-5-5),Philippe Chartier,2013-03-16,"Montreal, Quebec, Canada",Welterweight Bout,Jake Ellenberger,13,25,13,23,52.0,56.0,13,25,13,23,0,0,0,0,,,8,20,2,11,2,2,1,1,3,3,10,11,11,21,13,23,0,0,0,0,2,4,0,0,180
Antonio Carvalho,Darren Elkins,0,1,9 of 27,14 of 54,33%,25%,13 of 31,19 of 59,0 of 0,0 of 2,,0%,0,0,0,0,0:06,0:21,7 of 25,8 of 47,0 of 0,4 of 5,2 of 2,2 of 2,6 of 23,6 of 41,3 of 4,8 of 13,0 of 0,0 of 0,KO/TKO,1,3:06,3 Rnd (5-5-5),Yves Lavigne,2013-03-16,"Montreal, Quebec, Canada",Featherweight Bout,Darren Elkins,9,27,14,54,33.0,25.0,13,31,19,59,0,0,0,2,,0.0,7,25,8,47,0,0,4,5,2,2,2,2,6,23,6,41,3,4,8,13,0,0,0,0,186
Mike Ricci,Colin Fletcher,0,0,47 of 137,37 of 127,34%,29%,55 of 145,61 of 152,2 of 2,0 of 2,100%,0%,0,0,0,0,3:39,1:15,34 of 98,11 of 59,12 of 29,10 of 25,1 of 10,16 of 43,36 of 123,32 of 120,3 of 3,3 of 4,8 of 11,2 of 3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),,2013-03-16,"Montreal, Quebec, Canada",Lightweight Bout,Mike Ricci,47,137,37,127,34.0,29.0,55,145,61,152,2,2,0,2,100.0,0.0,34,98,11,59,12,29,10,25,1,10,16,43,36,123,32,120,3,3,3,4,8,11,2,3,300
Patrick Cote,Bobby Voelker,0,0,72 of 135,83 of 175,53%,47%,97 of 162,153 of 265,0 of 6,4 of 5,0%,80%,0,0,0,0,3:42,5:43,52 of 107,55 of 139,9 of 17,14 of 19,11 of 11,14 of 17,55 of 109,38 of 109,15 of 23,30 of 41,2 of 3,15 of 25,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier,2013-03-16,"Montreal, Quebec, Canada",Welterweight Bout,Patrick Cote,72,135,83,175,53.0,47.0,97,162,153,265,0,6,4,5,0.0,80.0,52,107,55,139,9,17,14,19,11,11,14,17,55,109,38,109,15,23,30,41,2,3,15,25,300
Carlos Condit,Johny Hendricks,0,0,42 of 145,30 of 71,28%,42%,94 of 201,69 of 112,0 of 0,12 of 15,,80%,0,0,0,0,0:24,8:01,26 of 118,25 of 62,10 of 16,4 of 5,6 of 11,1 of 4,34 of 130,20 of 56,2 of 9,5 of 9,6 of 6,5 of 6,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,2013-03-16,"Montreal, Quebec, Canada",Welterweight Bout,Johny Hendricks,42,145,30,71,28.0,42.0,94,201,69,112,0,0,12,15,,80.0,26,118,25,62,10,16,4,5,6,11,1,4,34,130,20,56,2,9,5,9,6,6,5,6,300
Dan Miller,Jordan Mein,0,1,11 of 37,29 of 53,29%,54%,11 of 37,29 of 53,1 of 1,0 of 0,100%,,1,0,0,0,0:33,0:18,4 of 26,25 of 49,4 of 8,4 of 4,3 of 3,0 of 0,11 of 37,16 of 35,0 of 0,13 of 18,0 of 0,0 of 0,KO/TKO,1,4:42,3 Rnd (5-5-5),Marc-Andre Cote,2013-03-16,"Montreal, Quebec, Canada",Welterweight Bout,Jordan Mein,11,37,29,53,29.0,54.0,11,37,29,53,1,1,0,0,100.0,,4,26,25,49,4,8,4,4,3,3,0,0,11,37,16,35,0,0,13,18,0,0,0,0,282
Georges St-Pierre,Nick Diaz,0,0,105 of 167,41 of 136,62%,30%,210 of 285,80 of 176,9 of 16,0 of 0,56%,,0,1,0,0,13:44,0:36,69 of 123,19 of 99,22 of 27,19 of 29,14 of 17,3 of 8,62 of 106,24 of 113,11 of 12,17 of 23,32 of 49,0 of 0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,2013-03-16,"Montreal, Quebec, Canada",UFC Welterweight Title Bout,Georges St-Pierre,105,167,41,136,62.0,30.0,210,285,80,176,9,16,0,0,56.0,,69,123,19,99,22,27,19,29,14,17,3,8,62,106,24,113,11,12,17,23,32,49,0,0,300
Nick Ring,Chris Camozzi,0,0,86 of 225,64 of 247,38%,25%,86 of 225,67 of 250,0 of 1,0 of 0,0%,,0,0,0,0,0:00,0:20,33 of 148,48 of 225,10 of 25,5 of 8,43 of 52,11 of 14,84 of 223,60 of 239,2 of 2,4 of 8,0 of 0,0 of 0,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,2013-03-16,"Montreal, Quebec, Canada",Middleweight Bout,Chris Camozzi,86,225,64,247,38.0,25.0,86,225,67,250,0,1,0,0,0.0,,33,148,48,225,10,25,5,8,43,52,11,14,84,223,60,239,2,2,4,8,0,0,0,0,300
TJ Dillashaw,Issei Tamura,1,0,30 of 57,11 of 20,52%,55%,39 of 66,17 of 28,2 of 3,0 of 1,66%,0%,0,0,0,0,2:55,0:00,13 of 32,4 of 10,3 of 6,4 of 6,14 of 19,3 of 4,8 of 31,4 of 12,14 of 18,7 of 8,8 of 8,0 of 0,KO/TKO,2,0:26,3 Rnd (5-5-5),Yves Lavigne,2013-03-16,"Montreal, Quebec, Canada",Bantamweight Bout,TJ Dillashaw,30,57,11,20,52.0,55.0,39,66,17,28,2,3,0,1,66.0,0.0,13,32,4,10,3,6,4,6,14,19,3,4,8,31,4,12,14,18,7,8,8,8,0,0,26
Rick Story,Quinn Mulhern,1,0,20 of 49,9 of 50,40%,18%,26 of 55,9 of 51,1 of 1,0 of 1,100%,0%,0,0,0,0,0:07,0:00,10 of 35,8 of 42,7 of 9,1 of 8,3 of 5,0 of 0,15 of 41,9 of 50,1 of 2,0 of 0,4 of 6,0 of 0,KO/TKO,1,3:05,3 Rnd (5-5-5),Marc-Andre Cote,2013-03-16,"Montreal, Quebec, Canada",Welterweight Bout,Rick Story,20,49,9,50,40.0,18.0,26,55,9,51,1,1,0,1,100.0,0.0,10,35,8,42,7,9,1,8,3,5,0,0,15,41,9,50,1,2,0,0,4,6,0,0,185
John Makdessi,Daron Cruickshank,0,0,86 of 195,51 of 198,44%,25%,88 of 197,51 of 198,0 of 0,0 of 4,,0%,0,0,0,0,0:11,0:02,58 of 153,32 of 166,17 of 30,7 of 19,11 of 12,12 of 13,85 of 189,50 of 197,1 of 5,0 of 0,0 of 1,1 of 1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,2013-03-16,"Montreal, Quebec, Canada",Lightweight Bout,John Makdessi,86,195,51,198,44.0,25.0,88,197,51,198,0,0,0,4,,0.0,58,153,32,166,17,30,7,19,11,12,12,13,85,189,50,197,1,5,0,0,0,1,1,1,300
George Roop,Reuben Duran,0,0,33 of 75,30 of 56,44%,53%,125 of 174,56 of 82,2 of 3,1 of 6,66%,16%,1,0,0,0,4:23,7:31,15 of 47,15 of 40,14 of 21,11 of 12,4 of 7,4 of 4,8 of 44,12 of 26,14 of 19,11 of 15,11 of 12,7 of 15,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Philippe Chartier,2013-03-16,"Montreal, Quebec, Canada",Bantamweight Bout,George Roop,33,75,30,56,44.0,53.0,125,174,56,82,2,3,1,6,66.0,16.0,15,47,15,40,14,21,11,12,4,7,4,4,8,44,12,26,14,19,11,15,11,12,7,15,300
Takeya Mizugaki,Bryan Caraway,0,0,67 of 117,37 of 89,57%,41%,117 of 168,69 of 125,0 of 1,2 of 12,0%,16%,0,1,0,0,0:12,5:46,42 of 91,31 of 82,18 of 19,3 of 4,7 of 7,3 of 3,58 of 99,33 of 81,9 of 18,3 of 7,0 of 0,1 of 1,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,2013-03-02,"Saitama, Japan",Bantamweight Bout,Takeya Mizugaki,67,117,37,89,57.0,41.0,117,168,69,125,0,1,2,12,0.0,16.0,42,91,31,82,18,19,3,4,7,7,3,3,58,99,33,81,9,18,3,7,0,0,1,1,300
Yushin Okami,Hector Lombard,0,0,37 of 89,45 of 89,41%,50%,65 of 120,109 of 158,3 of 5,0 of 3,60%,0%,0,0,0,0,4:21,3:50,24 of 74,30 of 71,9 of 9,12 of 14,4 of 6,3 of 4,25 of 75,40 of 81,8 of 8,4 of 6,4 of 6,1 of 2,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,2013-03-02,"Saitama, Japan",Middleweight Bout,Yushin Okami,37,89,45,89,41.0,50.0,65,120,109,158,3,5,0,3,60.0,0.0,24,74,30,71,9,9,12,14,4,6,3,4,25,75,40,81,8,8,4,6,4,6,1,2,300
Riki Fukuda,Brad Tavares,0,0,69 of 172,116 of 254,40%,45%,75 of 182,131 of 270,1 of 1,0 of 0,100%,,0,0,0,0,0:59,0:00,35 of 118,86 of 217,11 of 16,18 of 20,23 of 38,12 of 17,66 of 169,113 of 247,3 of 3,3 of 7,0 of 0,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Fan,2013-03-02,"Saitama, Japan",Middleweight Bout,Brad Tavares,69,172,116,254,40.0,45.0,75,182,131,270,1,1,0,0,100.0,,35,118,86,217,11,16,18,20,23,38,12,17,66,169,113,247,3,3,3,7,0,0,0,0,300
Takanori Gomi,Diego Sanchez,0,0,81 of 180,65 of 145,45%,44%,81 of 180,68 of 149,0 of 0,2 of 5,,40%,0,1,0,0,0:03,0:20,48 of 135,29 of 100,29 of 36,24 of 31,4 of 9,12 of 14,81 of 180,65 of 145,0 of 0,0 of 0,0 of 0,0 of 0,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,2013-03-02,"Saitama, Japan",Lightweight Bout,Diego Sanchez,81,180,65,145,45.0,44.0,81,180,68,149,0,0,2,5,,40.0,48,135,29,100,29,36,24,31,4,9,12,14,81,180,65,145,0,0,0,0,0,0,0,0,300
Dong Hyun Kim,Siyar Bahadurzada,0,0,23 of 58,5 of 24,39%,20%,182 of 221,25 of 45,3 of 6,0 of 0,50%,,1,0,0,0,11:14,0:02,16 of 51,4 of 20,6 of 6,0 of 2,1 of 1,1 of 2,6 of 12,4 of 21,0 of 0,0 of 0,17 of 46,1 of 3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,2013-03-02,"Saitama, Japan",Welterweight Bout,Dong Hyun Kim,23,58,5,24,39.0,20.0,182,221,25,45,3,6,0,0,50.0,,16,51,4,20,6,6,0,2,1,1,1,2,6,12,4,21,0,0,0,0,17,46,1,3,300
Wanderlei Silva,Brian Stann,2,1,43 of 83,43 of 76,51%,56%,49 of 97,65 of 103,0 of 2,0 of 0,0%,,0,0,0,0,0:37,0:54,37 of 76,23 of 51,5 of 6,9 of 12,1 of 1,11 of 13,30 of 65,31 of 56,8 of 13,12 of 20,5 of 5,0 of 0,KO/TKO,2,4:08,5 Rnd (5-5-5-5-5),Marc Goddard,2013-03-02,"Saitama, Japan",Light Heavyweight Bout,Wanderlei Silva,43,83,43,76,51.0,56.0,49,97,65,103,0,2,0,0,0.0,,37,76,23,51,5,6,9,12,1,1,11,13,30,65,31,56,8,13,12,20,5,5,0,0,248
Mizuto Hirota,Rani Yahya,0,0,4 of 14,13 of 29,28%,44%,39 of 56,105 of 122,1 of 1,5 of 12,100%,41%,0,1,0,0,3:09,8:59,3 of 13,11 of 26,1 of 1,2 of 3,0 of 0,0 of 0,4 of 12,3 of 13,0 of 1,1 of 1,0 of 1,9 of 15,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,2013-03-02,"Saitama, Japan",Featherweight Bout,Rani Yahya,4,14,13,29,28.0,44.0,39,56,105,122,1,1,5,12,100.0,41.0,3,13,11,26,1,1,2,3,0,0,0,0,4,12,3,13,0,1,1,1,0,1,9,15,300
Stefan Struve,Mark Hunt,0,1,24 of 67,47 of 82,35%,57%,56 of 116,61 of 100,0 of 0,1 of 2,,50%,1,0,1,1,2:05,3:58,19 of 60,37 of 70,4 of 4,8 of 10,1 of 3,2 of 2,21 of 58,45 of 77,0 of 0,0 of 0,3 of 9,2 of 5,KO/TKO,3,1:44,3 Rnd (5-5-5),Herb Dean,2013-03-02,"Saitama, Japan",Heavyweight Bout,Mark Hunt,24,67,47,82,35.0,57.0,56,116,61,100,0,0,1,2,,50.0,19,60,37,70,4,4,8,10,1,3,2,2,21,58,45,77,0,0,0,0,3,9,2,5,104
Cristiano Marcello,Kazuki Tokudome,0,1,33 of 76,33 of 77,43%,42%,67 of 117,90 of 178,1 of 4,2 of 2,25%,100%,0,0,0,0,0:55,8:26,21 of 57,20 of 58,7 of 11,8 of 10,5 of 8,5 of 9,24 of 64,22 of 50,8 of 11,3 of 3,1 of 1,8 of 24,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Fan,2013-03-02,"Saitama, Japan",Lightweight Bout,Kazuki Tokudome,33,76,33,77,43.0,42.0,67,117,90,178,1,4,2,2,25.0,100.0,21,57,20,58,7,11,8,10,5,8,5,9,24,64,22,50,8,11,3,3,1,1,8,24,300
Alex Caceres,Kyung Ho Kang,0,0,30 of 56,16 of 43,53%,37%,80 of 112,33 of 69,0 of 0,5 of 9,,55%,0,0,3,2,4:57,6:17,18 of 42,11 of 35,9 of 11,2 of 4,3 of 3,3 of 4,10 of 30,11 of 35,1 of 1,1 of 1,19 of 25,4 of 7,Overturned,3,5:00,3 Rnd (5-5-5),Herb Dean,2013-03-02,"Saitama, Japan",Bantamweight Bout,,30,56,16,43,53.0,37.0,80,112,33,69,0,0,5,9,,55.0,18,42,11,35,9,11,2,4,3,3,3,4,10,30,11,35,1,1,1,1,19,25,4,7,300
Marcelo Guimaraes,Hyun Gyu Lim,0,1,47 of 99,62 of 134,47%,46%,53 of 116,63 of 135,2 of 12,0 of 0,16%,,0,0,0,0,1:04,0:02,21 of 66,41 of 109,9 of 11,10 of 14,17 of 22,11 of 11,47 of 98,60 of 132,0 of 0,0 of 0,0 of 1,2 of 2,KO/TKO,2,4:00,3 Rnd (5-5-5),Thomas Fan,2013-03-02,"Saitama, Japan",Welterweight Bout,Hyun Gyu Lim,47,99,62,134,47.0,46.0,53,116,63,135,2,12,0,0,16.0,,21,66,41,109,9,11,10,14,17,22,11,11,47,98,60,132,0,0,0,0,0,1,2,2,240
Ronda Rousey,Liz Carmouche,0,0,7 of 14,4 of 6,50%,66%,41 of 50,22 of 24,1 of 1,0 of 0,100%,,1,1,0,0,3:47,0:52,6 of 13,4 of 6,1 of 1,0 of 0,0 of 0,0 of 0,1 of 5,3 of 5,2 of 2,1 of 1,4 of 7,0 of 0,Submission,1,4:49,5 Rnd (5-5-5-5-5),John McCarthy,2013-02-23,"Anaheim, California, USA",UFC Women's Bantamweight Title Bout,Ronda Rousey,7,14,4,6,50.0,66.0,41,50,22,24,1,1,0,0,100.0,,6,13,4,6,1,1,0,0,0,0,0,0,1,5,3,5,2,2,1,1,4,7,0,0,289
Urijah Faber,Ivan Menjivar,0,0,17 of 24,3 of 7,70%,42%,29 of 36,19 of 23,0 of 0,1 of 1,,100%,1,0,1,0,4:02,0:04,16 of 23,3 of 6,1 of 1,0 of 1,0 of 0,0 of 0,1 of 3,1 of 3,1 of 1,2 of 3,15 of 20,0 of 1,Submission,1,4:34,3 Rnd (5-5-5),Jason Herzog,2013-02-23,"Anaheim, California, USA",Bantamweight Bout,Urijah Faber,17,24,3,7,70.0,42.0,29,36,19,23,0,0,1,1,,100.0,16,23,3,6,1,1,0,1,0,0,0,0,1,3,1,3,1,1,2,3,15,20,0,1,274
Lyoto Machida,Dan Henderson,0,0,27 of 54,20 of 64,50%,31%,28 of 55,54 of 98,1 of 1,1 of 3,100%,33%,0,0,0,0,0:05,1:53,17 of 36,5 of 31,9 of 14,5 of 9,1 of 4,10 of 24,23 of 50,14 of 55,0 of 0,5 of 7,4 of 4,1 of 2,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,2013-02-23,"Anaheim, California, USA",Light Heavyweight Bout,Lyoto Machida,27,54,20,64,50.0,31.0,28,55,54,98,1,1,1,3,100.0,33.0,17,36,5,31,9,14,5,9,1,4,10,24,23,50,14,55,0,0,5,7,4,4,1,2,300
Michael Chiesa,Anton Kuivanen,0,0,5 of 50,18 of 55,10%,32%,9 of 54,18 of 55,1 of 5,0 of 0,20%,,2,0,0,0,2:08,0:51,3 of 46,11 of 42,2 of 4,7 of 13,0 of 0,0 of 0,3 of 46,13 of 50,2 of 4,5 of 5,0 of 0,0 of 0,Submission,2,2:29,3 Rnd (5-5-5),John McCarthy,2013-02-23,"Anaheim, California, USA",Lightweight Bout,Michael Chiesa,5,50,18,55,10.0,32.0,9,54,18,55,1,5,0,0,20.0,,3,46,11,42,2,4,7,13,0,0,0,0,3,46,13,50,2,4,5,5,0,0,0,0,149
Court McGee,Josh Neer,0,0,166 of 334,63 of 152,49%,41%,198 of 368,71 of 160,2 of 5,0 of 0,40%,,0,0,0,0,4:48,0:04,116 of 270,45 of 131,34 of 47,11 of 14,16 of 17,7 of 7,129 of 275,52 of 137,15 of 24,11 of 15,22 of 35,0 of 0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,2013-02-23,"Anaheim, California, USA",Welterweight Bout,Court McGee,166,334,63,152,49.0,41.0,198,368,71,160,2,5,0,0,40.0,,116,270,45,131,34,47,11,14,16,17,7,7,129,275,52,137,15,24,11,15,22,35,0,0,300
Brendan Schaub,Lavar Johnson,0,0,18 of 31,36 of 52,58%,69%,77 of 108,170 of 213,5 of 8,1 of 1,62%,100%,1,0,1,0,12:02,0:55,16 of 27,18 of 32,2 of 2,10 of 11,0 of 2,8 of 9,1 of 5,1 of 10,5 of 7,17 of 20,12 of 19,18 of 22,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,2013-02-23,"Anaheim, California, USA",Heavyweight Bout,Brendan Schaub,18,31,36,52,58.0,69.0,77,108,170,213,5,8,1,1,62.0,100.0,16,27,18,32,2,2,10,11,0,2,8,9,1,5,1,10,5,7,17,20,12,19,18,22,300
Josh Koscheck,Robbie Lawler,0,0,2 of 4,9 of 15,50%,60%,5 of 7,16 of 22,2 of 6,0 of 0,33%,,0,0,0,0,3:14,0:14,1 of 3,7 of 13,1 of 1,2 of 2,0 of 0,0 of 0,0 of 2,0 of 4,0 of 0,2 of 2,2 of 2,7 of 9,KO/TKO,1,3:57,3 Rnd (5-5-5),Herb Dean,2013-02-23,"Anaheim, California, USA",Welterweight Bout,Robbie Lawler,2,4,9,15,50.0,60.0,5,7,16,22,2,6,0,0,33.0,,1,3,7,13,1,1,2,2,0,0,0,0,0,2,0,4,0,0,2,2,2,2,7,9,237
Dennis Bermudez,Matt Grice,1,1,120 of 209,82 of 162,57%,50%,181 of 277,91 of 171,0 of 9,1 of 12,0%,8%,2,0,0,0,5:24,2:15,89 of 167,49 of 120,16 of 25,17 of 24,15 of 17,16 of 18,42 of 103,39 of 90,37 of 56,41 of 67,41 of 50,2 of 5,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,2013-02-23,"Anaheim, California, USA",Featherweight Bout,Dennis Bermudez,120,209,82,162,57.0,50.0,181,277,91,171,0,9,1,12,0.0,8.0,89,167,49,120,16,25,17,24,15,17,16,18,42,103,39,90,37,56,41,67,41,50,2,5,300
Sam Stout,Caros Fodor,0,0,46 of 120,47 of 92,38%,51%,86 of 164,80 of 127,1 of 3,3 of 13,33%,23%,0,0,0,0,6:39,2:07,21 of 81,24 of 60,20 of 33,12 of 20,5 of 6,11 of 12,24 of 93,32 of 68,18 of 21,15 of 24,4 of 6,0 of 0,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,2013-02-23,"Anaheim, California, USA",Lightweight Bout,Sam Stout,46,120,47,92,38.0,51.0,86,164,80,127,1,3,3,13,33.0,23.0,21,81,24,60,20,33,12,20,5,6,11,12,24,93,32,68,18,21,15,24,4,6,0,0,300
Kenny Robertson,Brock Jardine,0,0,9 of 13,1 of 3,69%,33%,27 of 32,1 of 3,1 of 1,0 of 0,100%,,2,1,0,0,2:35,0:00,8 of 12,0 of 2,0 of 0,0 of 0,1 of 1,1 of 1,1 of 3,1 of 3,0 of 0,0 of 0,8 of 10,0 of 0,Submission,1,2:57,3 Rnd (5-5-5),John McCarthy,2013-02-23,"Anaheim, California, USA",Welterweight Bout,Kenny Robertson,9,13,1,3,69.0,33.0,27,32,1,3,1,1,0,0,100.0,,8,12,0,2,0,0,0,0,1,1,1,1,1,3,1,3,0,0,0,0,8,10,0,0,177
Nah-Shon Burrell,Yuri Villefort,0,0,121 of 216,48 of 112,56%,42%,126 of 222,49 of 114,0 of 0,3 of 6,,50%,1,1,1,1,2:19,2:51,95 of 186,24 of 82,16 of 20,8 of 12,10 of 10,16 of 18,80 of 171,43 of 100,13 of 13,2 of 9,28 of 32,3 of 3,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,2013-02-23,"Anaheim, California, USA",Welterweight Bout,Nah-Shon Burrell,121,216,48,112,56.0,42.0,126,222,49,114,0,0,3,6,,50.0,95,186,24,82,16,20,8,12,10,10,16,18,80,171,43,100,13,13,2,9,28,32,3,3,300
Jon Manley,Neil Magny,0,0,17 of 85,65 of 120,20%,54%,35 of 112,97 of 158,1 of 13,4 of 5,7%,80%,0,0,0,1,5:27,5:08,12 of 73,42 of 93,2 of 7,15 of 19,3 of 5,8 of 8,12 of 77,33 of 69,5 of 8,22 of 33,0 of 0,10 of 18,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,2013-02-23,"Anaheim, California, USA",Welterweight Bout,Neil Magny,17,85,65,120,20.0,54.0,35,112,97,158,1,13,4,5,7.0,80.0,12,73,42,93,2,7,15,19,3,5,8,8,12,77,33,69,5,8,22,33,0,0,10,18,300
Cub Swanson,Dustin Poirier,0,0,58 of 126,58 of 140,46%,41%,80 of 150,70 of 158,2 of 2,2 of 9,100%,22%,0,0,0,0,3:01,4:02,40 of 100,33 of 107,11 of 17,3 of 8,7 of 9,22 of 25,45 of 107,52 of 125,5 of 7,5 of 9,8 of 12,1 of 6,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,2013-02-16,"London, England, United Kingdom",Featherweight Bout,Cub Swanson,58,126,58,140,46.0,41.0,80,150,70,158,2,2,2,9,100.0,22.0,40,100,33,107,11,17,3,8,7,9,22,25,45,107,52,125,5,7,5,9,8,12,1,6,300
Renan Barao,Michael McDonald,0,0,36 of 112,26 of 92,32%,28%,43 of 121,29 of 95,4 of 10,0 of 1,40%,0%,1,0,0,0,3:58,0:00,28 of 97,26 of 92,2 of 9,0 of 0,6 of 6,0 of 0,25 of 88,18 of 77,6 of 16,7 of 14,5 of 8,1 of 1,Submission,4,3:57,5 Rnd (5-5-5-5-5),Marc Goddard,2013-02-16,"London, England, United Kingdom",UFC Interim Bantamweight Title Bout,Renan Barao,36,112,26,92,32.0,28.0,43,121,29,95,4,10,0,1,40.0,0.0,28,97,26,92,2,9,0,0,6,6,0,0,25,88,18,77,6,16,7,14,5,8,1,1,237
Paul Sass,Danny Castillo,0,0,4 of 23,38 of 67,17%,56%,23 of 47,67 of 104,0 of 0,4 of 6,,66%,5,0,0,0,0:00,12:15,2 of 20,35 of 64,1 of 1,1 of 1,1 of 2,2 of 2,4 of 23,1 of 7,0 of 0,0 of 0,0 of 0,37 of 60,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Neil Hall,2013-02-16,"London, England, United Kingdom",Lightweight Bout,Danny Castillo,4,23,38,67,17.0,56.0,23,47,67,104,0,0,4,6,,66.0,2,20,35,64,1,1,1,1,1,2,2,2,4,23,1,7,0,0,0,0,0,0,37,60,300
Terry Etim,Renee Forte,0,1,13 of 62,47 of 119,20%,39%,14 of 63,78 of 154,0 of 0,2 of 3,,66%,0,0,0,0,0:02,10:45,5 of 49,38 of 102,4 of 7,5 of 11,4 of 6,4 of 6,10 of 57,16 of 58,3 of 5,12 of 17,0 of 0,19 of 44,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,2013-02-16,"London, England, United Kingdom",Lightweight Bout,Renee Forte,13,62,47,119,20.0,39.0,14,63,78,154,0,0,2,3,,66.0,5,49,38,102,4,7,5,11,4,6,4,6,10,57,16,58,3,5,12,17,0,0,19,44,300
